amount,duration,payments,neg_balance,min_balance,mean_balance,gender,DB_mo,DB_dy,age,label
58764,12,4897,4.0,-4116.799999999999,33248.15616438357,0,1,1,54,0
58764,12,4897,4.0,-4116.799999999999,33248.15616438357,1,5,21,59,0
280440,60,4674,1.0,-19533.800000000003,37600.984722222245,0,9,9,48,0
271260,60,4521,14.0,-6355.4,8673.678571428565,1,1,6,29,0
170700,60,2845,4.0,-7741.2,27213.308730158722,1,8,4,29,0
335184,48,6983,24.0,-22488.7,19054.76717557249,0,4,3,22,1
210744,36,5854,0.0,0.0,33010.371830985925,1,11,29,22,0
86184,36,2394,2.0,-11555.3,23116.607142857156,1,8,31,32,0
249792,48,5204,1.0,-49020.7,38941.810666666686,1,1,13,35,0
172272,24,7178,1.0,-6430.699999999997,46370.48902439026,1,3,12,57,0
437460,60,7291,0.0,0.0,28817.94939759035,0,6,24,47,0
231168,48,4816,1.0,-2294.9000000000015,42707.39322033899,0,5,11,22,0
125472,24,5228,3.0,-4425.0,38128.104065040665,1,11,25,60,0
37812,12,3151,4.0,-6854.6,37636.94966887417,0,1,26,35,0
170832,48,3559,0.0,0.0,54997.167032967,1,1,7,30,0
42816,12,3568,0.0,0.0,13836.597169811326,1,6,1,63,0
42816,12,3568,0.0,0.0,13836.597169811326,0,9,14,59,0
209040,24,8710,1.0,-16603.3,39349.21555555554,1,3,25,21,0
88200,36,2450,0.0,0.0,35907.27256637167,1,12,3,56,0
88200,36,2450,0.0,0.0,35907.27256637167,0,11,16,55,0
321936,48,6707,1.0,-52.09999999999991,31000.460294117664,0,4,8,39,0
321936,48,6707,1.0,-52.09999999999991,31000.460294117664,1,7,26,43,0
74916,36,2081,1.0,-8935.199999999997,45881.445812807855,1,9,16,58,0
253560,60,4226,0.0,0.0,30161.208,0,6,20,49,0
113436,36,3151,2.0,-10380.199999999997,51791.657812499965,1,1,1,44,0
174840,60,2914,0.0,0.0,28963.658928571425,0,5,7,49,0
253200,60,4220,0.0,0.0,29366.41153846152,1,11,27,64,0
39168,24,1632,0.0,0.0,48848.39054054054,0,2,22,21,0
385584,48,8033,1.0,-5942.199999999997,57894.406122449,1,10,22,26,0
385584,48,8033,1.0,-5942.199999999997,57894.406122449,0,8,4,21,0
44640,24,1860,1.0,-29362.2,33629.57654320985,1,2,11,43,0
44640,24,1860,1.0,-29957.9,34073.693827160496,1,2,11,43,0
17952,12,1496,1.0,-128.90000000000146,25152.3445945946,0,2,22,46,0
165780,60,2763,4.0,-45237.5,35802.92265625,1,7,24,49,0
38496,12,3208,0.0,0.0,37796.335416666676,0,1,30,36,0
185544,36,5154,4.0,-7430.700000000001,15692.88181818183,1,9,29,61,0
82128,24,3422,3.0,-13402.7,25803.3510638298,1,4,3,31,0
318480,60,5308,5.0,-6111.2,30048.486718749966,1,8,26,48,1
189792,48,3954,3.0,-5424.0,26659.733333333344,1,6,7,60,0
327660,60,5461,3.0,-7131.3,39275.749285714286,0,3,18,58,0
41988,12,3499,1.0,-15858.5,34136.327338129486,1,3,9,27,0
41988,12,3499,1.0,-15858.5,34136.327338129486,0,6,7,34,0
69624,36,1934,1.0,-17629.6,45247.84842767297,1,1,23,53,0
16032,48,334,0.0,0.0,19272.03909774436,0,12,8,35,0
99744,24,4156,0.0,0.0,33819.825688073426,0,8,28,29,0
99216,36,2756,0.0,0.0,45819.97395833335,0,3,22,49,0
99216,36,2756,0.0,0.0,45819.97395833335,1,1,14,56,0
317460,60,5291,1.0,-2079.9000000000015,52010.42549019612,1,11,20,25,0
91248,48,1901,1.0,-4233.299999999999,22094.250000000004,0,1,8,27,0
276084,36,7669,1.0,-4072.5,48166.057894736776,0,3,13,36,0
163332,36,4537,2.0,-9001.0,20421.963768115955,1,12,8,63,0
230220,36,6395,1.0,-1793.5999999999985,49232.84303797465,1,1,26,50,0
160920,36,4470,0.0,0.0,38811.990625000006,1,10,19,29,0
352704,48,7348,1.0,-2864.3,21912.898275862084,0,12,27,50,0
52512,12,4376,0.0,0.0,47023.13636363642,1,12,15,56,0
139488,24,5812,4.0,-14099.5,34391.24056603774,1,9,4,31,0
55632,24,2318,6.0,-16771.0,23801.057758620696,1,12,18,52,0
240900,60,4015,2.0,-3096.3999999999996,21200.249593495922,0,8,25,51,0
